country,year,Democracy_cont,Democracy_bin,misconduct,Regime_openness,numberprev,GDP_PerCAP,FDI,Foreign_Aid,gdp_growth,incumbent_running,alternation_in_power,region,opposition_mobilization
Bulgaria,1997,0.726,2,0,5.5,43,1348.82756797792,4.50250107388886,219470001.220703,787.48129055706,1,0,4,17
Bulgaria,1997,0.726,2,0,5.5,43,1348.82756797792,4.50250107388886,219470001.220703,787.48129055706,1,0,4,21
Bulgaria,1997,0.726,2,0,5.5,43,1348.82756797792,4.50250107388886,219470001.220703,787.48129055706,1,0,4,1
Bulgaria,1997,0.726,2,0,5.5,43,1348.82756797792,4.50250107388886,219470001.220703,787.48129055706,1,0,4,16
Bulgaria,1997,0.726,2,0,5.5,43,1348.82756797792,4.50250107388886,219470001.220703,787.48129055706,1,0,4,29
Bulgaria,1997,0.726,2,0,5.5,43,1348.82756797792,4.50250107388886,219470001.220703,787.48129055706,1,0,4,5
Bulgaria,1997,0.726,2,0,5.5,43,1348.82756797792,4.50250107388886,219470001.220703,787.48129055706,1,0,4,4
Bulgaria,1997,0.726,2,0,5.5,43,1348.82756797792,4.50250107388886,219470001.220703,787.48129055706,1,0,4,26
Bulgaria,1997,0.726,2,0,5.5,43,1348.82756797792,4.50250107388886,219470001.220703,787.48129055706,1,0,4,2
Bulgaria,1997,0.726,2,0,5.5,43,1348.82756797792,4.50250107388886,219470001.220703,787.48129055706,1,0,4,3
Bulgaria,1997,0.726,2,0,5.5,43,1348.82756797792,4.50250107388886,219470001.220703,787.48129055706,1,0,4,10
Bulgaria,1997,0.726,2,0,5.5,43,1348.82756797792,4.50250107388886,219470001.220703,787.48129055706,1,0,4,28
Bulgaria,1997,0.726,2,0,5.5,43,1348.82756797792,4.50250107388886,219470001.220703,787.48129055706,1,0,4,27
Bulgaria,1997,0.726,2,0,5.5,43,1348.82756797792,4.50250107388886,219470001.220703,787.48129055706,1,0,4,30
Bulgaria,1997,0.726,2,0,5.5,43,1348.82756797792,4.50250107388886,219470001.220703,787.48129055706,1,0,4,9
Bulgaria,1997,0.726,2,0,5.5,43,1348.82756797792,4.50250107388886,219470001.220703,787.48129055706,1,0,4,6
Bulgaria,1997,0.726,2,0,5.5,43,1348.82756797792,4.50250107388886,219470001.220703,787.48129055706,1,0,4,25
Bulgaria,1997,0.726,2,0,5.5,43,1348.82756797792,4.50250107388886,219470001.220703,787.48129055706,1,0,4,7
Bulgaria,1997,0.726,2,0,5.5,43,1348.82756797792,4.50250107388886,219470001.220703,787.48129055706,1,0,4,22
Bulgaria,1997,0.726,2,0,5.5,43,1348.82756797792,4.50250107388886,219470001.220703,787.48129055706,1,0,4,13
Bulgaria,1997,0.726,2,0,5.5,43,1348.82756797792,4.50250107388886,219470001.220703,787.48129055706,1,0,4,31
Bulgaria,1997,0.726,2,0,5.5,43,1348.82756797792,4.50250107388886,219470001.220703,787.48129055706,1,0,4,15
Bulgaria,1997,0.726,2,0,5.5,43,1348.82756797792,4.50250107388886,219470001.220703,787.48129055706,1,0,4,18
Bulgaria,1997,0.726,2,0,5.5,43,1348.82756797792,4.50250107388886,219470001.220703,787.48129055706,1,0,4,14
Bulgaria,1997,0.726,2,0,5.5,43,1348.82756797792,4.50250107388886,219470001.220703,787.48129055706,1,0,4,11
Bulgaria,1997,0.726,2,0,5.5,43,1348.82756797792,4.50250107388886,219470001.220703,787.48129055706,1,0,4,24
Bulgaria,1997,0.726,2,0,5.5,43,1348.82756797792,4.50250107388886,219470001.220703,787.48129055706,1,0,4,19
Bulgaria,1997,0.726,2,0,5.5,43,1348.82756797792,4.50250107388886,219470001.220703,787.48129055706,1,0,4,23
Bulgaria,1997,0.726,2,0,5.5,43,1348.82756797792,4.50250107388886,219470001.220703,787.48129055706,1,0,4,20
Bulgaria,1997,0.726,2,0,5.5,43,1348.82756797792,4.50250107388886,219470001.220703,787.48129055706,1,0,4,8
Bulgaria,2001,0.73,2,1,5,44,1757.44377980694,5.7755351977185,345950012.207031,38.22240717045,1,0,4,1
Bulgaria,2005,0.742,2,1,6,45,3869.52945510511,13.827903593363,,-665.17539582108,1,0,4,3
Bulgaria,2005,0.742,2,1,6,45,3869.52945510511,13.827903593363,,-665.17539582108,1,0,4,2
Bulgaria,2005,0.742,2,1,6,45,3869.52945510511,13.827903593363,,-665.17539582108,1,0,4,5
Bulgaria,2005,0.742,2,1,6,45,3869.52945510511,13.827903593363,,-665.17539582108,1,0,4,1
Bulgaria,2005,0.742,2,1,6,45,3869.52945510511,13.827903593363,,-665.17539582108,1,0,4,4
Bulgaria,2006,0.722,2,0,6,46,4490.20177692701,23.0719249763639,,-505.72981088698,1,0,4,0
Bulgaria,2009,0.729,2,2,6,47,6969.55855668357,7.51026984032086,,-1375.80524002322,1,0,4,3
Bulgaria,2009,0.729,2,2,6,47,6969.55855668357,7.51026984032086,,-1375.80524002322,1,0,4,1
Bulgaria,2009,0.729,2,2,6,47,6969.55855668357,7.51026984032086,,-1375.80524002322,1,0,4,2
Bulgaria,2011,0.68,2,2,6,48,7813.80669236432,3.66399876793918,,126.291606924719,1,0,4,3
Bulgaria,2011,0.68,2,2,6,48,7813.80669236432,3.66399876793918,,126.291606924719,1,0,4,1
Bulgaria,2011,0.68,2,2,6,48,7813.80669236432,3.66399876793918,,126.291606924719,1,0,4,2
Bulgaria,2013,0.676,2,1,6,49,7646.83986554542,3.58029678218457,,435.78196230719,1,0,4,2
Bulgaria,2013,0.676,2,1,6,49,7646.83986554542,3.58029678218457,,435.78196230719,1,0,4,4
Bulgaria,2013,0.676,2,1,6,49,7646.83986554542,3.58029678218457,,435.78196230719,1,0,4,5
Bulgaria,2013,0.676,2,1,6,49,7646.83986554542,3.58029678218457,,435.78196230719,1,0,4,3
Bulgaria,2013,0.676,2,1,6,49,7646.83986554542,3.58029678218457,,435.78196230719,1,0,4,1
Bulgaria,2014,0.677,2,1,6,50,7864.76067225524,1.92485925784421,,-268.81513548829,1,0,4,2
Bulgaria,2014,0.677,2,1,6,50,7864.76067225524,1.92485925784421,,-268.81513548829,1,0,4,1
Bulgaria,2016,0.71,2,1,6,51,7469.45563823624,2.77324126208435,,870.97718958137,1,0,4,1
Bulgaria,2017,0.637,2,1,6,52,8228.0115697265,3.47012402701833,,-475.67215556237,,,4,0
Burkina Faso,1949,0.135,0,2,,1,,,,,,,,
Burkina Faso,1952,0.166,0,2,,2,,,,,,,,
Burkina Faso,1957,0.21,0,2,,3,,,,,,,,
Burkina Faso,1959,0.243,0,2,,4,,,,,,,,
Burkina Faso,1965,0.388,1,3,,5,81.7251154955019,,17270000.4577637,-2.1006948030869,,,,
Burkina Faso,1970,0.18,0,3,,6,81.4998986817012,0.08725921063853,21989999.7711182,-1.78716176544729,,,,
Burkina Faso,1978,0.254,1,3,3.5,7,225.941652537233,0.0786129404149049,156880004.882813,-21.134369705999,1,0,,
Burkina Faso,1991,0.215,1,3,3,8,346.410672442444,0.0181815532351174,419649993.896484,-47.125884071073,1,0,7,1
Burkina Faso,1991,0.215,1,3,3,8,346.410672442444,0.0181815532351174,419649993.896484,-47.125884071073,1,0,7,2
Burkina Faso,1992,0.37,1,2,3,9,240.963480980403,0.138959120998192,433380004.882813,5.56865041009195,1,0,7,0
Burkina Faso,1997,0.512,2,2,4,10,229.493117735387,0.398983989846782,369109985.351563,-13.528097115879,1,0,7,2
Burkina Faso,1997,0.512,2,2,4,10,229.493117735387,0.398983989846782,369109985.351563,-13.528097115879,1,0,7,1
Burkina Faso,1998,0.526,2,2,4,11,255.7182333817,0.157122675614113,400119995.117188,19.867176680261,1,0,7,2
Burkina Faso,1998,0.526,2,2,4,11,255.7182333817,0.157122675614113,400119995.117188,19.867176680261,1,0,7,1
Burkina Faso,2002,0.547,2,2,4,12,260.763541319743,0.468745938484526,440269989.013672,-9.01525106920701,1,0,7,4
Burkina Faso,2002,0.547,2,2,4,12,260.763541319743,0.468745938484526,440269989.013672,-9.01525106920701,1,0,7,1
Burkina Faso,2002,0.547,2,2,4,12,260.763541319743,0.468745938484526,440269989.013672,-9.01525106920701,1,0,7,2
Burkina Faso,2002,0.547,2,2,4,12,260.763541319743,0.468745938484526,440269989.013672,-9.01525106920701,1,0,7,3
Burkina Faso,2005,0.499,1,2,4,13,406.998807060623,0.953909560358131,698190002.441406,-38.978781417379,1,0,7,0
Burkina Faso,2007,0.536,2,2,5,14,475.110012184526,0.320222004889771,942719970.703125,-13.583746644504,1,0,7,1
Burkina Faso,2007,0.536,2,2,5,14,475.110012184526,0.320222004889771,942719970.703125,-13.583746644504,1,0,7,2
Burkina Faso,2010,0.584,2,2,5,15,575.446452687734,0.432438271638231,1044619995.11719,17.0157285938491,1,0,7,1
Burkina Faso,2012,0.521,2,2,5,16,673.821598361542,2.94912179392076,1152319946.28906,-91.393667111004,1,0,7,1
Burkina Faso,2015,0.372,1,0,5,17,575.314454176311,2.22479799180476,998390014.648438,-4.04064996272007,1,0,7,3
Burkina Faso,2015,0.372,1,0,5,17,575.314454176311,2.22479799180476,998390014.648438,-4.04064996272007,1,0,7,5
Burkina Faso,2015,0.372,1,0,5,17,575.314454176311,2.22479799180476,998390014.648438,-4.04064996272007,1,0,7,1
Burkina Faso,2015,0.372,1,0,5,17,575.314454176311,2.22479799180476,998390014.648438,-4.04064996272007,1,0,7,4
Burkina Faso,2015,0.372,1,0,5,17,575.314454176311,2.22479799180476,998390014.648438,-4.04064996272007,1,0,7,2
Burma/Myanmar,1922,0.123,0,2,,1,,,,,,,,
Burma/Myanmar,1925,0.205,0,2,,2,,,,,,,,
Burma/Myanmar,1928,0.215,0,2,,3,,,,,,,,
Burma/Myanmar,1932,0.201,0,2,,4,,,,,,,,
Burma/Myanmar,1936,0.222,0,2,,5,,,,,,,,
Burma/Myanmar,1947,0.204,0,1,,6,,,,,,,,
Burma/Myanmar,1951,0.269,1,1,,7,,,,,,,,
Burma/Myanmar,1956,0.455,1,1,,8,,,,,,,,
Burma/Myanmar,1960,0.466,1,2,,9,,,,,,,,
Burma/Myanmar,1974,0.073,0,3,3,10,,,,,,,,
Burma/Myanmar,1978,0.137,0,3,2,11,,,,,,,,
Burma/Myanmar,1981,0.138,0,3,2,12,,,,,,,,
Burma/Myanmar,1985,0.138,0,3,1,13,,,,,,,,
Burma/Myanmar,1990,0.124,0,3,1.5,14,,,,,,,,
Burma/Myanmar,2010,0.122,0,3,1,15,,,,,,,,
Burma/Myanmar,2012,0.283,1,3,1.5,16,,,,,,,,
Burma/Myanmar,2015,0.376,1,2,2.5,17,,,,,,,,
Burundi,1961,0.13,0,3,,1,71.1671882088235,,7190000.05722046,,,,,
Burundi,1965,0.2,0,2,,2,51.3818646529604,,4860000.1335144,-7.6472770420212,,,,
Burundi,1981,0.103,0,3,1.5,3,227.128120029126,1.14339178711724,120650001.525879,-28.081633056663,1,0,,
Burundi,1982,0.147,0,3,,4,231.343852311749,0.0888255291150346,125400001.525879,-5.89628467196201,1,0,,
Burundi,1984,0.212,1,3,2,5,213.616517780925,0.12054979648137,137669998.168945,-9.43843977254801,1,0,,
Burundi,1993,0.259,1,2,2.5,6,161.887552946887,0.0504648856980534,216949996.948242,19.288883966311,1,0,7,1
Burundi,1993,0.259,1,2,2.5,6,161.887552946887,0.0504648856980534,216949996.948242,19.288883966311,1,0,7,7
Burundi,1993,0.259,1,2,2.5,6,161.887552946887,0.0504648856980534,216949996.948242,19.288883966311,1,0,7,6
Burundi,1993,0.259,1,2,2.5,6,161.887552946887,0.0504648856980534,216949996.948242,19.288883966311,1,0,7,2
Burundi,1993,0.259,1,2,2.5,6,161.887552946887,0.0504648856980534,216949996.948242,19.288883966311,1,0,7,8
Burundi,1993,0.259,1,2,2.5,6,161.887552946887,0.0504648856980534,216949996.948242,19.288883966311,1,0,7,5
Burundi,1993,0.259,1,2,2.5,6,161.887552946887,0.0504648856980534,216949996.948242,19.288883966311,1,0,7,3
Burundi,1993,0.259,1,2,2.5,6,161.887552946887,0.0504648856980534,216949996.948242,19.288883966311,1,0,7,4
Burundi,2005,0.308,1,1,3,7,151.681463366485,0.0523404229187196,365579986.572266,-14.769246465201,1,0,7,0
Burundi,2010,0.374,1,3,3,8,234.235646874999,0.0384119120504574,627609985.351563,-13.783979834962,1,0,7,1
Burundi,2010,0.374,1,3,3,8,234.235646874999,0.0384119120504574,627609985.351563,-13.783979834962,1,0,7,2
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,36
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,40
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,13
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,31
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,41
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,3
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,42
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,32
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,34
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,14
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,35
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,28
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,17
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,18
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,38
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,12
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,20
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,10
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,11
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,4
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,25
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,6
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,7
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,19
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,24
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,8
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,21
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,33
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,15
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,9
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,29
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,2
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,26
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,23
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,30
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,37
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,22
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,16
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,39
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,5
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,27
Burundi,2015,0.225,1,3,3,9,305.549772797441,1.59847145864393,366559997.558594,-17.881945117092,1,0,7,1
Cambodia,1947,0.068,0,3,,1,,,,,,,,
Cambodia,1951,0.078,0,3,,2,,,,,,,,
Cambodia,1955,0.148,1,3,,3,,,,,,,,
Cambodia,1958,0.291,1,3,,4,,,,,,,,
Cambodia,1962,0.284,1,3,,5,109.481224645588,,22159999.8474121,1.88209220103001,,,,
Cambodia,1966,0.294,1,3,,6,138.842954408855,,11680000.3051758,-10.6583468589,,,,
Cambodia,1972,0.153,1,3,,7,69.2333273727387,-0.00197804590047619,67150001.5258789,-33.169690598077,,,,
Cambodia,1976,0.107,0,3,1.5,8,,,720000.028610229,,1,0,,
Cambodia,1981,0.111,0,3,1,9,,,112449996.948242,,1,0,,
Cambodia,1993,0.246,1,2,2,10,254.116481911776,2.1361412398871,294529998.779297,,1,0,5,0
Cambodia,1998,0.384,1,2,2,11,268.990418573267,3.71333117721961,308339996.337891,14.521764692787,1,0,5,5
Cambodia,1998,0.384,1,2,2,11,268.990418573267,3.71333117721961,308339996.337891,14.521764692787,1,0,5,1
Cambodia,1998,0.384,1,2,2,11,268.990418573267,3.71333117721961,308339996.337891,14.521764692787,1,0,5,3
Cambodia,1998,0.384,1,2,2,11,268.990418573267,3.71333117721961,308339996.337891,14.521764692787,1,0,5,2
Cambodia,1998,0.384,1,2,2,11,268.990418573267,3.71333117721961,308339996.337891,14.521764692787,1,0,5,4
Cambodia,2003,0.333,1,3,3,12,362.335707650169,1.75131657873445,443160003.662109,-17.836961398606,1,0,5,2
Cambodia,2003,0.333,1,3,3,12,362.335707650169,1.75131657873445,443160003.662109,-17.836961398606,1,0,5,3
Cambodia,2003,0.333,1,3,3,12,362.335707650169,1.75131657873445,443160003.662109,-17.836961398606,1,0,5,1
Cambodia,2008,0.341,1,3,3,13,745.609180660928,7.87468105532321,612559997.558594,-91.774673397166,1,0,5,0
Cambodia,2013,0.309,1,3,3,14,1013.4204006154,13.5833460915532,808210021.972656,-68.604853353624,1,0,5,7
Cambodia,2013,0.309,1,3,3,14,1013.4204006154,13.5833460915532,808210021.972656,-68.604853353624,1,0,5,4
Cambodia,2013,0.309,1,3,3,14,1013.4204006154,13.5833460915532,808210021.972656,-68.604853353624,1,0,5,5
Cambodia,2013,0.309,1,3,3,14,1013.4204006154,13.5833460915532,808210021.972656,-68.604853353624,1,0,5,1
Cambodia,2013,0.309,1,3,3,14,1013.4204006154,13.5833460915532,808210021.972656,-68.604853353624,1,0,5,2
Cambodia,2013,0.309,1,3,3,14,1013.4204006154,13.5833460915532,808210021.972656,-68.604853353624,1,0,5,6
Cambodia,2013,0.309,1,3,3,14,1013.4204006154,13.5833460915532,808210021.972656,-68.604853353624,1,0,5,3
Cambodia,2018,0.254,1,3,3,15,1510.3248705764,13.0900961289721,768559997.558594,-106.82730038098,,,5,0
Cameroon,1961,0.175,1,3,,1,124.426729896829,,7119999.88555908,,,,,
Cameroon,1964,0.168,1,3,,2,138.646028097933,,27760000.2288818,-1.59227380472501,,,,
Cameroon,1965,0.161,1,3,,3,141.012174977559,,32279998.7792969,-7.509615067635,,,,
Cameroon,1970,0.157,1,3,,4,177.920951861018,1.37930765642939,59270000.4577637,-11.468313929794,,,,
Cameroon,1973,0.157,1,3,,5,249.364107353926,0.176263814874524,60880001.0681152,-23.913058639305,,,,
Cameroon,1975,0.162,1,3,4,6,369.447200877364,0.984462549480429,109620002.746582,-61.85538698841,1,0,,
Cameroon,1978,0.159,1,3,3,7,543.02118333491,0.919482997830844,179619995.117188,-25.3816529008601,1,0,,
Cameroon,1980,0.171,1,3,2,8,781.862792323625,1.92601510879046,264760009.765625,-151.665101606388,1,0,,
Cameroon,1983,0.184,1,3,,9,780.61221705595,2.8965783659483,127660003.662109,60.272715760662,1,0,,
Cameroon,1984,0.186,1,3,2,10,799.547648417735,0.226454441986567,182990005.493164,18.238176598278,1,0,,
Cameroon,1988,0.191,1,3,2,11,1128.01902823514,0.739296881960063,275630004.882813,-124.72608542497,1,0,,
Cameroon,1992,0.274,1,3,2,12,911.741421813763,0.256256395647227,714780029.296875,-77.7777222405359,1,0,7,1
Cameroon,1992,0.274,1,3,2,12,911.741421813763,0.256256395647227,714780029.296875,-77.7777222405359,1,0,7,2
Cameroon,1997,0.296,1,3,3,13,755.239706837977,1.38103597976928,500059997.558594,-43.4102696898231,1,0,7,0
Cameroon,2002,0.334,1,3,2,14,707.887567392905,4.34292312509778,605739990.234375,-1.10906209300492,1,0,7,0
Cameroon,2004,0.332,1,3,2,15,1009.94312043658,0.389325190471001,780739990.234375,-158.070570151351,1,0,7,1
Cameroon,2007,0.347,1,3,2,16,1194.06985039841,0.846539829648317,1939900024.41406,-50.2573605303999,1,0,7,1
Cameroon,2007,0.347,1,3,2,16,1194.06985039841,0.846539829648317,1939900024.41406,-50.2573605303999,1,0,7,2
Cameroon,2011,0.346,1,3,2,17,1403.2556380893,2.22385248610456,612080017.089844,29.4442896563901,1,0,7,2
Cameroon,2011,0.346,1,3,2,17,1403.2556380893,2.22385248610456,612080017.089844,29.4442896563901,1,0,7,1
Cameroon,2013,0.361,1,3,2,18,1465.2223269067,1.69174796704122,751960021.972656,48.63255103794,1,0,7,0
Cameroon,2018,0.334,1,3,2,19,1533.74213975885,1.97836862768563,1164130004.88281,-58.18364121949,,,7,0
Canada,1841,0.319,,0,,1,,,,,,,,
Canada,1844,0.314,,0,,2,,,,,,,,
Canada,1848,0.305,,0,,3,,,,,,,,
Canada,1851,0.305,,0,,4,,,,,,,,
Canada,1854,0.305,,0,,5,,,,,,,,
Canada,1858,0.306,,0,,6,,,,,,,,
Canada,1861,0.294,,0,,7,,,,,,,,
Canada,1863,0.297,,0,,8,,,,,,,,
Canada,1867,0.301,,0,,9,,,,,,,,
Canada,1872,0.409,,0,,10,,,,,,,,
Canada,1874,0.402,,0,,11,,,,,,,,
Canada,1882,0.443,,0,,12,,,,,,,,
Canada,1887,0.459,,0,,13,,,,,,,,
Canada,1896,0.471,,0,,14,,,,,,,,
Canada,1900,0.47,1,0,,15,,,,,,,,
Canada,1904,0.484,1,0,,16,,,,,,,,
Canada,1908,0.487,1,0,,17,,,,,,,,
Canada,1911,0.487,1,0,,18,,,,,,,,
Canada,1917,0.474,1,2,,19,,,,,,,,
Canada,1921,0.625,2,0,,20,,,,,,,,
Canada,1925,0.686,2,0,,21,,,,,,,,
Canada,1926,0.684,2,0,,22,,,,,,,,
Canada,1930,0.669,2,1,,23,,,,,,,,
Canada,1935,0.636,2,1,,24,,,,,,,,
Canada,1940,0.674,2,1,,25,,,,,,,,
Canada,1945,0.648,2,1,,26,,,,,,,,
Canada,1949,0.726,2,0,,27,,,,,,,,
Canada,1953,0.749,2,0,,28,,,,,,,,
Canada,1957,0.756,2,0,,29,,,,,,,,
Canada,1958,0.752,2,0,,30,,,,,,,,
Canada,1962,0.827,2,0,,31,2268.58534607908,,,18.8612460402801,,,,
Canada,1963,0.817,2,0,,32,2374.49844764883,,,-28.15230662055,,,,
Canada,1965,0.815,2,0,,33,2770.36180408145,,,-180.61269836426,,,,
Canada,1968,0.822,2,0,,34,3462.67887195794,,,-170.05314652837,,,,
Canada,1972,0.827,2,0,,35,5089.58792478217,1.86666192314308,,-398.23005534944,,,,
Canada,1974,0.865,2,0,7,36,7033.01103435653,2.32128213075296,,-749.07298734045,,,,
Canada,1979,0.835,3,0,7,37,10043.66094103,2.1836060096594,,-204.63387290711,1,0,,
Canada,1980,0.864,3,0,7,38,11170.5639653618,2.12276337770976,,-919.969611043291,1,0,,
Canada,1984,0.863,3,0,7,39,13877.9170763469,1.59698922143472,,-943.247701399599,1,0,,
Canada,1988,0.865,3,0,7,40,18936.9641024997,1.4184169355333,,-1847.8977274792,1,0,,
Canada,1993,0.859,3,1,7,41,20121.1612532855,0.72395564573183,,888.494964093701,1,0,3,2
Canada,1993,0.859,3,1,7,41,20121.1612532855,0.72395564573183,,888.494964093701,1,0,3,1
Canada,1997,0.85,3,1,7,42,21829.2334443229,2.32565014093071,,-613.559648668001,1,0,3,2
Canada,1997,0.85,3,1,7,42,21829.2334443229,2.32565014093071,,-613.559648668001,1,0,3,1
Canada,2000,0.854,3,1,7,43,24190.2496150045,9.20163920854819,,-1286.5950713006,1,0,3,4
Canada,2000,0.854,3,1,7,43,24190.2496150045,9.20163920854819,,-1286.5950713006,1,0,3,3
Canada,2000,0.854,3,1,7,43,24190.2496150045,9.20163920854819,,-1286.5950713006,1,0,3,2
Canada,2000,0.854,3,1,7,43,24190.2496150045,9.20163920854819,,-1286.5950713006,1,0,3,1
Canada,2004,0.868,3,1,7,44,32034.3077408421,0.141948898332128,,-4031.3733428664,1,0,3,0
Canada,2006,0.869,3,1,7,45,40385.869955477,4.88836553059232,,-4231.8793827432,1,0,3,1
Canada,2008,0.83,3,1,7,46,46594.4509535289,4.52638317046757,,-4157.1710804234,1,0,3,1
Canada,2011,0.879,3,0,7,47,52101.7960864825,2.14283489124548,,-6677.2569410953,1,0,3,1
Canada,2015,0.864,3,0,7,48,43495.0543869902,3.86285086774318,,1669.1445258644,1,0,3,1
Cape Verde,1975,0.21,1,3,,1,,,,,,,,
Cape Verde,1980,0.187,1,3,2,2,,,,,,,,
Cape Verde,1985,0.356,1,3,1.5,3,,,,,,,,
Cape Verde,1991,0.552,3,0,3,4,,,,,,,7,0
Cape Verde,1995,0.748,3,0,6,5,,,,,,,7,0
Cape Verde,1996,0.784,3,0,6,6,,,,,,,7,0
Cape Verde,2001,0.793,3,0,6,7,,,,,,,7,0
Cape Verde,2006,0.793,3,0,7,8,,,,,,,7,0
Cape Verde,2011,0.821,3,0,7,9,,,,,,,7,0
Cape Verde,2016,0.804,3,0,7,10,,,,,,,7,0
Central African Republic,1946,0.039,0,3,,1,,,,,,,,
Central African Republic,1952,0.141,0,3,,2,,,,,,,,
Central African Republic,1957,0.221,0,3,,3,,,,,,,,
Central African Republic,1959,0.221,0,3,,4,,,,,,,,
Central African Republic,1964,0.181,0,3,,5,88.2902255489664,,16790000.9155273,-1.7055602723113,,,,
Central African Republic,1981,0.173,0,3,2.5,6,306.832103768768,0.832097611742346,101199996.948242,-35.059265302799,,,,
Central African Republic,1986,0.105,0,3,2,7,432.012423923042,0.727137986654692,135139999.389648,-82.847886182802,,,,
Central African Republic,1987,0.17,1,3,2,8,453.745532768878,0.990741018605273,180009994.506836,-91.810901105454,,,,
Central African Republic,1992,0.278,1,3,3,9,477.122324295377,-0.756175025884516,177649993.896484,34.802341062447,,,7,1
Central African Republic,1992,0.278,1,3,3,9,477.122324295377,-0.756175025884516,177649993.896484,34.802341062447,,,7,2
